Spanish,Polish
perderás,Przegrasz
oración,modlitwa
occidental,Zachodni
mj,MJ
liberación,uwolnienie
levantado,wstać
josephine,Josephine
joanna,Joanna
gancho,hak
evolución,ewolucja
escoge,Wybierać
cueste,koszt
chef,Szef kuchni
árabe,Arab
adrian,Adrian
venían,Oni przyszli
venda,zespół
sustancia,substancja
secundario,wtórny
sacarla,Wyjmij to
rubio,blond
presentado,przedstawione
precisa,Dokładny
perteneces,Należysz
palos,patyki
oscuras,Ciemny
lunático,wariat
lograremos,Osiągniemy
llamados,zwany
leyó,Czytać
inicio,początek
héctor,Zabijaka
docenas,tuzin
directora,dyrektor
complicada,skomplikowane
cogió,Wziął
camara,kamera
brewster,Brewster
arruinó,zrujnowany
apuro,spieszyć się
abro,otwarty
vestuario,szatnia
vergonzoso,haniebny
stepford,Stepford
sorprendería,Zaskoczyłbym
sientate,Usiądź
rastrear,ścieżka
proviene,pochodzi
profesores,nauczyciele
primos,kuzyni
premios,nagrody
permitió,dozwolony
medico,lekarz
marcar,kleszcz
mantenlo,Zatrzymaj to
jueces,Sędziowie
joan,Joan
instrumentos,instrumenty
incendios,pożary
imbecil,głupiec
garantía,Gwarancja
francos,Franks
especies,gatunek
escribiré,Napiszę
emboscada,zasadzka
educado,grzeczny
devolveré,powrócę
danza,taniec
creería,Uwierzyłbym
confundida,zdezorientowany
blair,Blair
asegurado,ubezpieczony
apuntando,wskazywanie
anormal,nieprawidłowy
agradecemos,Doceniamy
tomara,to zajmie
televisor,telewizja
suponer,przypuszczać
salvarme,Ocal mnie
preocupan,Oni sie martwią
perdonar,Wybacz
perdedores,Przegrani
pa,rocznie
margen,margines
mandaré,wyślę
lang,Lang
ingeniería,Inżynieria
id,ID
herencia,dziedzictwo
gobernar,rządzić
doncella,pokojówka
comprando,kupowanie
colonias,Kolonie
bases,bazy
barras,słupy
bájame,Bájame
sykes,Sykes
solicitud,aplikacja
sendero,ścieżka
sacerdotes,kapłani
roland,Roland
revisión,rewizja
restaurantes,restauracje
rastros,ślady
pegarle,uderzył go
patrones,Wzory
obtuvo,Uzyskał
mortales,Śmiertelny
matrícula,czesne
inuyasha,Inuyasha
instalaciones,udogodnienia
ernie,Ernie
enojo,gniew
duras,Twardy
dejarías,Wyjdziesz
dawson,Dawson
corrupción,korupcja
controlarlo,Kontroluj to
beverly,Beverly
banks,Banki
apágalo,Wyłącz to
alimento,żywność
terriblemente,niemożliwie
solíamos,Mieliśmy w zwyczaju
rohan,Rohan
ríe,śmiech
reza,Modlić się
promedio,przeciętny
pórtate,Port sam
misiones,misje
meten,umieścić
merry,Radosny
lotería,loteria
italianos,Włosi
hunt,Polowanie
hammy,Hammy
guardianes,Strażnicy
ganaron,wygrali
fáciles,łatwy
excelentes,Doskonały
escritura,pismo
escapando,wymyka
encontre,znalazłem
empacar,Pakiet
em,Em
dunbar,Dunbar
doris,Doris
devuelve,przynieść z powrotem
convirtiendo,obrócenie
contraseña,hasło
cojones,kulki
caca,kupa
bromeaba,Żartował
ayudaste,Pomogłeś
artefacto,artefakt
abras,Abras
subo,Idę na górę
sentimental,sentymentalny
semillas,posiew
sáquenlo,Wyjmij to
sabrías,Będziesz wiedział
reconocido,rozpoznane
privacidad,Prywatność
portaaviones,lotniskowiec
perry,Wino z gruszek
parecerá,To się wydaje
ocupa,zajmuje
lucir,Patrzeć
ii,Ii
hudson,Hudson
habré,Będę
estudié,badane
enseñe,Uczyć
encontraría,znalazłby
dolerá,będzie boleć
dispuestos,gotowy
discreción,dyskrecja
deberás,Musisz
debate,debata
creencias,wierzenia
crecen,rosnąć
comas,Śpiące
chiflado,głupek
aterrador,straszny
volverse,stać się
visiones,wizje
surf,surfować
software,oprogramowanie
saruman,Saruman
rival,rywalizować
registrado,zarejestrowany
pensaré,pomyślę
ocurren,Występują one
ocuparme,Zajmij siebie
obsesión,obsesja
nube,Chmura
nobles,szlachetny
milla,Mila
jamas,nigdy
insisto,Nalegam
impide,zapobiega
grand,Wielki
gol,bramka
frágil,kruchy
fermat,Fermat
eramos,Byliśmy
entrará,Wejdź do
dispararé,Będę strzelać
dispárale,zastrzel go
derrotado,pokonany
chatarra,złom
cálculos,obliczenia
caigo,spadam
by,przez
brillo,blask
basurero,Śmieciarz
ayuden,pomoc
aquellas,te
altamente,wysoko
alienígenas,kosmici
acercó,zbliżył się
abiertas,otwarty
toqué,dotykać
tomarte,zabierz cię
senos,piersi
russell,Russell
provocar,prowokować
plumas,pióra
lograron,Dostali
lindsey,Lindsey
iron,Żelazo
inicial,wstępny
femenino,Kobieta
extras,Dodatkowe funkcje
entrego,Dostarczył
encontrarlos,Znajdź je
denise,Denise
culto,cześć
cuántica,kwant
ciaro,Ciarus
center,Centrum
calendario,kalendarz
atracción,atrakcja
asustan,Starają się
asegurarse,Upewnić się
arregló,układ
aquél,To
aprendiz,uczeń
aprendes,Uczysz się
agresión,napaść
acompaño,towarzyszyć
abuso,nadużywać
viví,żyłem
triunfo,triumf
traerte,zabrać cię
temblando,drżący
respire,oddychać
owen,piekarnik
ocúpate,Zająć
newton,Niuton
llévalo,nieś to
limpiando,Czyszczenie
jefferson,Jefferson
hernández,Hernández
haria,zrobiłaby
grandeza,wielkość
exhibición,wystawa
evacuación,ewakuacja
dobla,schylać się
deshazte,Pozbyć się
desgraciadamente,Niestety
crei,wierzyłem
crack,pękać
contenido,treść
clarence,Clarence
babe,Dziecko
arruinaste,Zrujnowałeś
aprobación,aprobata
alumno,student
agresivo,agresywny
zorro,lis
terminen,skończyć
sacrificios,ofiary
rompiendo,Łamanie
riñón,nerka
reúne,zebrać
recorrido,trasa
positiva,pozytywny
murciélago,nietoperz
morimos,Umieramy
medicamentos,leki
marion,Marion
marines,Marines
mantendré,będę trzymał
insignia,odznaka
halló,Znalazł
filete,filet
esperad,Czekać
enviaste,wysłałeś
enseñando,nauczanie
disfruto,czerpię przyjemność
determinar,określić
desesperada,Zdesperowany
delincuente,przestępca
cristianos,Chrześcijanie
chaplin,Chaplin
calentamiento,ogrzewanie
agradecerte,Dziękuję
afectado,dotknięty
ábrelo,Otwórz to
sincera,Szczery
shaggy,Kudłaty
sebastián,Sebastian
quedando,przebywający
pila,stos
peligrosas,niebezpieczny
nasa,garnek
mataran,Zabiją
lamentablemente,Niestety
labor,praca
jinete,jeździec konny
hipoteca,hipoteka
hacerles,Zrób je
femenina,Kobieta
elemento,element
deshacerse,pozbyć się
defensas,obrona
cuarentena,kwarantanna
comete,popełniać
casamos,Weźmy ślub
camarera,kelnerka
callarte,zamknąć się
baloncesto,Koszykówka
acabaste,Skończyłeś
vendí,Jest stary
tuvieran,Oni mieli
toby,Toby
sonidos,Dźwięki
sirves,Służysz
separación,separacja
quítame,Zabierz mnie stąd
percy,Percy
penny,Grosz
opuesto,naprzeciwko
norteamericano,północno Amerykański
luis,Luis
llevarle,Zabrać go
hospitalidad,gościnność
enteró,cały
dominique,Dominique
declaro,deklaruję
cifras,Figury
catorce,czternaście
cambies,zmiana
brandon,Brandon
ayudame,Pomóż mi
aprendió,Nauczył się
apagado,wyłączony
alambre,drut
zeus,Zeus
terremoto,trzęsienie ziemi
separarnos,rozdziel nas
secretas,sekret
roll,rolka
quemaduras,Burns
preparo,Przygotowuję
poeta,poeta
pagarás,zapłacisz
olvidalo,zapomnij o tym
mudo,głupi
millie,Millie
meredith,Meredith
magdalena,Magdalena
letrero,podpisać
esconderse,ukrywać
email,e-mail
conseguirás,Dostaniesz
clay,Glina
christian,chrześcijanin
bagdad,Bagdad
terminada,skończone
táctica,taktyka
sonaba,Brzmiało
shh,Shh
sepamos,Daj się wiedzieć
sandra,Sandra
quedaras,Zostaniesz
púdrete,Púdrete
peyton,Peyton
patán,prostak
pareciera,Wydaje się
nucleares,jądrowy
moría,umarłem
mírala,Spójrz na nią
miento,kłamię
lesiones,obrażenia
leones,krzyże
invertir,inwestować
insulto,znieważenie
ies,IES
grites,krzyki
flotando,Ruchomy
flechas,strzałki
establecer,tworzyć
elevador,winda
eléctrico,elektryczny
dueña,Właściciel
determinado,niektórzy
cuevas,jaskinie
cuadra,blok
cortando,wycinanie
cambiarlo,Zmień to
blue,Niebieski
aprovechar,wpływ
anual,coroczny
anímate,Odważyć się
ando,Jestem
suspendido,zawieszony
sentirá,będzie czuć
perras,Suki
melodía,melodia
mandan,Oni wysłali
linaje,rodowód
levántese,Wstań
interruptor,przełącznik
hills,Wzgórza
harper,Harfiarka
decidieron,Oni zdecydowali
conversaciones,rozmowy
contrabando,przemycanie
cachorro,szczeniak
bañera,wanna
asustar,przestraszyć
aceptó,zgadzam się
abren,otwarty
vinos,Wina
vasos,okulary
sueltes,wydania
spider,Pająk
scooby,Scooby
ripley,Ripley
profecía,proroctwo
pierce,Przebić
morfeo,Morpheus
molestarte,przeszkadzać Ci
metiendo,dostawanie
madison,Madison
llueve,pada deszcz
invitada,gość
inocencia,niewinność
helicópteros,helikoptery
guarde,ratować
grandiosa,Świetnie
físicamente,fizycznie
esperándote,czekając na ciebie
enrique,Enrique
elegiste,Ty wybierz
diente,ząb
desarrollar,rozwijać
construyendo,Budynek
conocieron,Spotkali
chicle,guma
atlántico,atlantycki
acondicionado,doprowadzony do formy
acercarme,zbliżać się
abrí,otworzyłem
tirador,strzelec
thompson,Thompson
saori,Saori
ruina,ruina
respeta,szacunek
recordaba,Pamiętałem
polis,Polis
perseguir,pościg
pégale,Pégle
novedad,nowość
nikki,Nikki
muévase,Przenosić
muerde,ugryzienie
moscas,muchy
memorias,wspomnienia
langosta,homar
knox,Knox
japonesa,język japoński
insiste,nalega
harbor,Port
hablaron,Oni mówili
generales,Ogólny
freno,Hamulec
existía,istniał
examinar,zbadać
euros,euro
etapa,scena
detención,pozbawienie wolności
cuervos,Wrony
convertirá,przekonwertuje
congresista,Kongresman
asusté,wystraszyłem
subtitulos,Podtytuł
sonó,Zadzwonił
separamos,Oddzielamy się
reflejo,odbicie
reese,Reese
navidades,Boże Narodzenie
moverte,przenosić
mack,Mack
levantó,podnoszę
italiana,Włoski
integridad,uczciwość
informa,Poinformować
hanzo,Hanzo
hábil,wykwalifikowany
fabulosa,Fabulosa
demas,reszta
cofre,klatka piersiowa
causando,spowodowanie
cancha,boisko do koszykówki
bruto,surowy
broken,Złamany
brindemos,Podajmy
ayudarás,pomożesz
abandonada,opuszczony
vito,Vito
vestir,sukienka
usaron,Używali
torpedos,Torpeda
sonda,sonda
relajarte,zrelaksować się
reactor,reaktor
queen,co w
pobreza,ubóstwo
ocupar,zająć
moverme,przenosić
milo,Milo
localizado,usytuowany
llévala,Weź to
kathy,Kathy
insoportable,nie do zniesienia
insecto,owad
house,Dom
gretchen,Gretchen
explota,eksploduje
escondida,ukryty
engañó,oszustwo
encontrara,znajdzie
edgar,Edgar
dinamita,dynamit
desaparición,zanik
depto,Wydział
debíamos,Powinniśmy
creed,Kredo
corra,Corra
compramos,kupiliśmy
cercana,w pobliżu
barro,błoto
arreglaremos,Naprawimy
valentía,odwaga
tratos,leczenie
shakespeare,Szekspir
salmón,łosoś
quitas,Usuwa
perdonen,Przebaczyć
nerviosos,Nerwowy
necesariamente,koniecznie
mercedes,Mercedes
mejora,poprawa
maravillas,Cuda
levantarme,wstawać
intentaron,Próbowali
intelectual,intelektualny
ingenioso,dowcipny
hirieron,Zranili się
hablabas,Ty mówiłeś
frito,smażony
escapaste,uciekłeś
desactivar,dezaktywować
concierne,obawy
cómodos,wygodny
calcetines,skarpety
agradecimiento,wdzięczność
abriendo,otwarty
tubos,Rurki
tristes,smutny
texto,tekst
ritual,rytuał
reservado,skryty
proyectos,Projektowanie
perpetua,życie
observador,obserwator
neville,Neville
nadando,pływanie
moviéndose,poruszający
mátala,Zabij ją
mantuvo,trzymane
latín,łacina
kung,Kung
it,Przedmiot
irlandeses,Irlandczyk
inaceptable,gorszący
grey,trzoda
golfo,Zatoka
exitosa,Udany
escucharte,sluchac cie
elle,Elle
dixon,Dixon
desnudos,nagi
descansen,odpoczynek
descansando,spoczynkowy
costar,Koszt
conociera,wiedziałem
comunicarse,komunikować się
coja,kiepski
chao,do widzenia
borrachos,pijany
apocalipsis,apokalipsa
anspaugh,Anspaough
adrenalina,adrenalina
acompañarme,towarzyszyć
vídeo,wideo
timbre,dzwonek do drzwi
roban,Oni kradną
provecho,korzyść
panqueques,naleśniki
obligación,obowiązek
langley,Langley
helion,Helion
guardado,uratowany
gemelas,Bliźniak
fundación,Fundacja
ficción,fikcja
fantasías,Fantazje
edición,wydanie
cavar,kopać
carguen,obciążenie
avion,samolot
auténtica,autentyczny
voladora,latający
trineo,sanki
sword,Miecz
sirvienta,pokojówka
siguieron,Oni śledzili
quitaré,Wyjmę
promete,obietnice
primaria,podstawowy
previsto,"pod warunkiem, że"
pasajero,pasażer
paranoia,paranoja
paramos,zatrzymaliśmy
opus,opus
mort,Mort
monjes,mnisi
molino,wiatrak
llévenlo,Weź to
liberado,wydany
juntar,Położyć razem
inventar,wynaleźć
interferencia,ingerencja
institución,instytucja
infectado,zainfekowany
ilegar,Ilegar
habra,tam będzie
gym,siłownia
ganará,wygra
encargaremos,Będziemy zlecić
díaz,Díaz
cyrus,Cyrus
cortos,krótki
cooperar,współpracować
comiste,Zjadłeś
cogí,wziąłem
calvo,łysy
boyle,Boyle
básico,niezbędny
arteria,tętnica
ali,Ali
alboroto,szał
adoran,Czczą
tango,tango
tablero,tablica
sospecho,Podejrzany
sobreviviente,niedobitek
renuncia,rezygnacja
reciba,Odbierać
practicando,praktykujący
permanezcan,zostawać
pensará,pomyślę
ofrecerle,Oferuję Tobie
mini,Mini
mejorado,ulepszony
marvin,Marvin
marciales,Martiale
manden,wysłać
larguémonos,Wyjdźmy
isaac,Izaak
fijo,stały
explicarle,Wyjaśnić
evaluación,ocena
escogí,wybieram
elfos,Elfy
demente,zwariowany
corté,sąd
consiguen,Dostają
confirmación,potwierdzenie
completar,ukończyć
categoría,Kategoria
bay,Zatoka
ayudé,pomoc
atraer,pociągać
zapatillas,trampki
warp,Osnowa
violar,rzepak
vernon,Vernon
theresa,Theresa
sonreír,uśmiech
rory,Rory
pretende,ma na celu
ordinario,Zwykły
olvídelo,Zapomnij o tym
nuca,kark
nietos,wnuki
metan,umieścić
levantes,Lewantes
iugar,Iugar
gilbert,Gilbert
gallagher,Gallagher
favores,Uprzywilejowanie
factor,czynnik
empezaremos,zaczniemy
detengas,zatrzymywać się
deseando,życzenie
cuernos,rogi
criada,pokojówka
consentimiento,zgoda
comunistas,komuniści
cla,Cla
cartuchos,Kasety
cangrejo,Krab
bonos,Obligacje
apreciar,doceniać
agárralo,złap go
vapor,para
trataste,Traktowałeś
tejado,dach
semestre,semestr
sebastian,Sebastian
riqueza,bogactwo
recibes,Otrzymujesz
peterson,Peterson
millonario,milioner
mecánica,mechanika
leyendas,Legendy
jr,Jr
hobbes,Hobbes
halla,Znajdować
estimado,Moja droga
entiendas,w sklepach
eché,rzuciłem
dirijo,REIRE
destruirá,zniszczy
deberán,Oni muszą
cooperación,współpraca
conklin,Conklin
conclusiones,Wnioski
comunes,wspólny
brilla,świeci
basada,na podstawie
bandido,bandyta
astronauta,astronauta
aprisa,szybko
aislado,odosobniony
tribus,plemiona
tela,tkanina
reportero,reporter
químico,chemiczny
persiguen,Ścigają
perfección,doskonałość
palanca,dźwignia
osborn,Osborn
marrón,brązowy
madrugada,wczesny poranek
hicieran,Oni zrobili
guante,rękawica
gideon,Gideon
firmó,podpisane
et,et
envían,Oni wysłali
desmond,Desmond
dañar,uszkodzić
creerás,Uwierzysz
convertirme,stać się
confiable,niezawodny
comics,Komiksy
carmen,Carmen
bernard,Bernard
apretado,obcisły
agarre,chwyt
wells,Wells
vulnerable,wrażliwy
vieras,Zobaczysz
terminan,Kończą
tenso,napięty
telegrama,telegram
shelby,Shelby
sepárense,Znać siebie
reuben,Reuben
relojes,Zegarki
referencia,odniesienie
ra,Ra
quemó,spalony
periodo,okres
nevada,opady śniegu
nebbercracker,Nebbercracker
matón,zastraszać
matanza,ubój
mantenido,trzymane
mantenerse,trzymać
inmortal,nieśmiertelny
hermanita,siostra
frenos,hamulce
disparas,Strzelasz
despreciable,nieistotny
dejeme,Zostaw mnie
cosita,mała rzecz
conejos,króliki
carnicero,Rzeźnik
bodega,sklep
aragorn,Aragorn
aires,Aires
trey,Trey
ringo,Ringo
reportar,raport
reflejos,Odruch
quinn,Quinn
propina,wskazówka
prácticas,praktyki
peleado,walczył
peinado,Fryzura
oscuros,ciemny
olvidamos,zapomnieliśmy
negativa,negatywny
materiales,materiały
martini,martini
mantenerme,trzymaj mnie
lesión,obrażenia
invencible,niezwyciężony
hutch,Niecka
hubieses,Miałbyś
gratitud,wdzięczność
film,film
explorador,poszukiwacz
esconderte,ukrywać
enviando,wysyłanie
discutirlo,Przedyskutuj to; omów to
desaparecida,zaginiony
cuna,kolebka
cosquillas,łaskotać
comedia,komedia
baterías,baterie
avisado,ostrzeżony
asistir,wspierać
apropiada,odpowiedni
afortunados,Szczęściarze
acercarse,zbliżać się
acelera,przyśpieszyć
zurich,Zurych
suene,dźwięk
snow,Śnieg
similares,Podobny
respetable,poważny
planear,planować
pippin,Pippin
pajarito,ptaszyna
malik,Malik
inspección,kontrola
herr,Herr
hal,Hal
habiendo,mający
experimentar,doświadczyć
escolta,strzelanie
domingos,Niedziele
desesperación,rozpacz
deseamos,Chcemy
dejalo,Zostaw to w spokoju
cuestan,one kosztują
coro,chór
convincente,przekonujący
conectados,połączony
castigado,ukarany
cambiarme,zmienić siebie
ayudan,Oni pomagają
atardecer,zachód słońca
aparecido,pojawił się
ambición,ambicja
agarro,złapać
walker,Piechur
vicky,Vicky
sobredosis,przedawkować
rápidos,szybki
probabilidad,prawdopodobieństwo
perdidas,straty
panza,brzuch
necesitábamos,Potrzebowaliśmy
naval,morski
malkovich,Malkovich
levantarte,wstawać
leña,drewno kominkowe
kurt,Kurt
inesperado,nieoczekiwany
hobbits,Hobbits
henderson,Henderson
gail,Gail
fichas,dokumentacja
favoritos,Ulubione
explorar,badać
espaciales,przestrzenny
entregue,dostarczać
dominio,domena
demostrado,wykazane
costumbres,tradycje
charlar,czat
certificado,certyfikat
cayo,ściąć
anteriores,powyżej
alemana,Niemiecki
activa,Aktywny
aceptan,Oni akceptują
zhao,Zhao
violet,Fioletowy
turnos,zmiany
traidores,Zdrajcy
terrestre,grunt
sirena,syrena
sauditas,Saudyjska
revólver,zamieszać
refresco,Soda
precisión,precyzja
permanezca,zostawać
pérdidas,straty
perderlo,stracić
pat,Poklepać
neela,Neela
monasterio,klasztor
mocoso,bachor
marineros,żeglarze
limón,cytrynowy
lanzó,Uruchomił
is,es
inmenso,ogromny
golpeando,uderzenie
escogido,wybrany
deshacerme,Cofnij
descenso,spadek
debiera,powinien
dándole,dając mu
cubo,Sześcian
continúen,Kontynuować
comarca,region
cj,CJ
caviar,kawior
brittany,Brittany
bloqueado,zablokowany
berlin,Berlin
allison,Allison
acompaña,Towarzyszyć
vístete,Załóż ubrania
teorías,Teorie
salvará,uratuje
sacan,Wyjmują
rio,rzeka
rifles,Karabiny
relajate,Zrelaksuj się
rasguño,zadrapanie
ran,biegł
quebrado,złamany
producir,produkować
presiona,Naciskać
peludo,futrzany
patricia,Patrycja
operadora,Operator
obligó,wymuszony
nigel,Nigel
mostaza,musztarda
mencionado,wspomniany
martín,Jaskółka oknówka
kayleigh,Kayleight
exige,wymagania
entretenimiento,rozrywka
entregó,Dostarczył
elfo,elf
desarrollado,rozwinięty
cenicienta,Kopciuszek
babor,Port
ares,Ares
anunciar,ogłaszać
admite,przyznaje
triple,potroić
técnicas,techniki
sobrevivido,przeżył
rotos,Złamany
respóndeme,Odpowiedz mi
resfriado,przeziębienie
rana,żaba
preguntaron,Zapytali
periodistas,dziennikarze
pedo,pierdnięcie
pasto,trawa
pamela,Pamela
madura,dojrzały
lárguense,wysiadać
langdon,Langdon
kelvin,kelwin
katsumoto,Katsumoto
judía,fasola
joyce,Joyce
jodidamente,pierdolony
instalación,obiekt
hazle,Zrób ją
haras,zrobisz
hacéis,Ty robisz
fumas,Czy palisz papierosy
farmacia,Apteka
eliminado,REMOVED
douglas,Douglas
dígales,Powiedz im
define,definiować
cerebros,mózg
celdas,Komórki
cargada,załadowany
agradecida,wdzięczny
acaben,Kończą
tripas,wnętrzności
tradicional,tradycyjny
thunderbirds,Thunderbirds
sandwich,kanapka
romana,rzymski
regresan,Oni wracają
recorrer,podróż
rainey,Rainey
preocupaba,zmartwiony
movernos,przenosić
latas,puszki
kenneth,Kenneth
josie,Josie
habitacion,pokój
génesis,geneza
estúpidas,głupi
escogiste,Ty wybierz
escocés,Szkocki
encendida,NA
despido,zwolnienie
delgado,szczupły
cortaré,Ciączę
convenció,przekonany
carver,Rzeźbiarz
carnada,przynęta
cargas,Masa
brutal,brutalny
brandy,Brandy
atrasado,późno
atrapen,Łapią
acoso,molestowanie
aah,Aah
zachary,Zachary
us,nas
ue,UE
tropa,stado
sopla,ciosy
sangrar,krwawić
presentarme,przedstawiam się
pavos,indyki
oren,Oren
niñez,dzieciństwo
necesitaría,potrzebowałby
morty,Morty
mantengo,Utrzymuję
maddie,Maddie
leve,łagodny
lancha,łódź
inversiones,inwestycje
intenso,intensywny
existido,istniał
enseñaste,Nauczyłeś
elegí,wybieram
duende,elf
dormía,spałem
díganme,Powiedz mi
desesperados,Zdesperowany
cúbranse,Kubiszka
cicatrices,blizny
cambiamos,zmieniliśmy
cadillac,Cadillac
bailarín,tancerz
acordamos,zgadzamy się
acera,chodnik
wang,Wang
viviré,będę żył
víbora,wąż
saques,Obroty
saldría,Wyjdzie
pésimo,przerażający
patética,Żałosne
pagarán,Zapłacą
ojala,Chciałbym
naturales,naturalny
mirarme,Spójrz na mnie
mg,Mg
merrin,Merrin
máscaras,maski
logre,osiągnąłem
laberinto,labirynt
halcón,jastrząb
group,Grupa
frutas,owoc
fórmula,formuła
esfera,kula
entusiasmo,entuzjazm
enseñan,Oni uczą
encontrarse,poznać
encargarme,zajmę się tym
einstein,Einstein
duke,Książę
desconocida,nieznany
descifrar,odszyfrować
deliciosa,pyszne
dejaran,Oni opuszczą
daban,Dali
conocimientos,wiedza
comenzará,Zacząć
boris,Boris
beth,Beth
baxter,Baxter
asustados,przestraszony
acabaré,Skończę
abrirla,Otwórz to
abrirá,będzie otwarte
vulgar,wulgarny
viena,Wiedeń
valiosa,cenny
úitima,Uitima
tenés,Ty masz
sherman,Sherman
sánchez,Sanchez
river,Rzeka
quité,usunąć
queriendo,brakujący
protegerme,Chroń mnie
pornografía,pornografia
parecían,Wydawali się
originales,oryginalny
obedece,posłuszne
mccoy,McCoy
jode,pierdolić
inscripción,napis
gates,Bramy
enteras,Cały
encontrarle,Znajdź go
dupree,Dupree
desear,chcieć
descuento,rabat
dense,Gęsty
déjenos,Zostaw nas
darías,Dałbyś
creerán,Uwierzą
crecimiento,wzrost
continuación,kontynuacja
conocerlos,znam ich
coalición,koalicja
cigarros,papierosy
causas,Powoduje
cargador,ładowarka
calorías,kalorie
arqueros,Łucznicy
armstrong,Armstrong
victimas,ofiary
tormentas,burze
tiraste,Rzuciłeś
soporte,średni
rogers,Rogers
retroceder,z powrotem
regan,Regan
pudiese,mógł
prepararé,przygotuję
precios,ceny
músico,muzyk
matarás,Zabijesz
marilyn,Marilyn
luchado,walczył
implica,to oznacza
hombrecito,mały człowiek
hábitos,nawyki
gorra,czapka
gorila,goryl
galáctica,Galaktyczny
corteza,Kora
corleone,Corleone
contéstame,Odpowiedz mi
comprometido,zaangażowany
cálculo,obliczenie
aseguraré,Zapewniam
ansiedad,Lęk
amenazó,zagrożony
activar,Aktywuj
abriré,otworzę
ábrela,Otwórz to
une,Une
tomarse,Brać
mudó,głupi
levanto,podnoszę
laboratorios,Laboratoria
flying,Latający
financiero,budżetowy
encubierto,ukryty
davian,Davian
crió,dziecko
creador,twórca
coloca,Miejsce
brindo,Oferuję
apoyar,wsparcie
ahorros,oszczędności
abres,otwarty
votar,głosować
verónica,Veronica
velo,welon
unirte,dołączyć
úitimo,Uitimo
ricardo,Richard
revisado,Oceniony
queramos,Chcę
podriamos,moglibyśmy
phillip,Phillip
pagaría,zapłaciłbym
ignorar,ignorować
gimnasia,siłownia
fronteras,granice
etiqueta,etykieta
enojes,zły
enemigas,wrogowie
definición,definicja
declarado,zdeklarowany
daniels,Daniels
curado,leczony
cerebrales,mózg
burton,Burton
bryan,Bryan
ballet,balet
atrapé,Złapałam
arnie,Arnie
americanas,amerykański
allie,Allie
actúas,zachowujesz się
aconsejo,radzę
abe,Abe
yang,Yang
terminaré,skończę
subimos,Wspinamy się
subes,wchodzić
stevens,Stevens
starbuck,Starbuck
revise,sprawdzać
quiza,Kartkówka
químicos,Chemikalia
querias,Chciałeś
protegerla,chronić to
plana,Płaski
parris,Parris
paranoico,paranoidalny
ofrecen,Oni oferują
nueces,orzechy włoskie
montones,Montones
llevarlos,Weź to
llegaría,przybędzie
lancelot,Lancelot
inventado,składający się
ignacio,Ignacio
haberlos,mieć ich
explotó,eksplodował
esclava,niewolnik
duró,twardy
desperdiciar,marnować
delicada,delikatny
cualidades,cechy
costas,Wybrzeże
contestó,odpowiedział
constance,Constance
conecta,łączy
colgando,wiszące
coartada,alibi
celebrando,Świętowanie
atentos,uważny
atascado,zablokowany
anfitrión,gospodarz
admirador,wentylator
acérquense,Stead
abeja,pszczoła
unir,wiązać
suprema,Najwyższy
ss,H.H
sillas,krzesła
sacrificar,poświęcenie
rudy,Rudy
retorno,powrót
represento,reprezentuję
pelean,Oni walczą
pedirme,Zapytaj mnie
mirarte,Spójrz na siebie
lazo,wstążka
ivan,Ivan
ino,Ja nie
ideales,Ideał
henri,Henri
habias,Byli
guarida,legowisko
esposos,mężowie
esperaban,Spodziewali się
escondidos,ukryty
dinosaurio,dinozaur
conseguirte,rozumiem cię
conocernos,znają się nawzajem
conocerle,Znać go
carteles,plakaty
atento,uważny
arañas,Pająki
alucinaciones,halucynacje
zonas,strefy
viajado,podróżował
reggie,Reggie
reeves,Reeves
realista,realistyczny
rama,oddział
quiten,Usunąć
paras,Paras
pagaron,Oni zapłacili
mismísimo,Większość samo
míreme,Spójrz na mnie
marcho,Marcho
inventé,wynalazłem
interesados,zainteresowany
intentaremos,Postaramy się
ilegales,nielegalny
grandote,ogromny
gotas,krople
fino,Cienki
estanque,staw
estaca,stawka
esgrima,ogrodzenie
escuchad,Słuchać
envuelto,owinięty
elliott,Elliott
edna,Edna
doscientos,dwieście
disfraces,Kostiumy
delgada,szczupły
decia,Powiedział
cuñado,szwagier
cumplí,Spełniłem
cuidadosamente,ostrożnie
consiguieron,Dostali
cepillo,szczotka
celebración,uroczystość
botín,łup
arrancar,rozpocząć
alimenta,Karmienie
ajá,AHA
ahorrar,ratować
africa,Afryka
vudú,wiara w czary
vandergeld,Vandergeld
tuviese,miałem
salte,skok
rehabilitación,rehabilitacja
rechazado,odrzucony
princeton,Princeton
pasarme,Podaj mnie
osama,Osama
ordene,Orden
octavius,Octavius
neski,Neski
mátenlo,Zabij to
llegaba,Przybył
í,Siema
horizonte,horyzont
harley,Harley
hacerlos,Zrób je
formen,formularz
excepcional,wyjątkowy
entierro,pogrzeb
energia,energia
enanos,Krasnoludy
eliges,Wybierasz
disculpo,przeprosiny
digitales,cyfrowy
dicha,rozkosz
desaparecerá,zniknie
desafortunado,nieszczęśliwy
delantera,Ołów
daga,sztylet
creeme,uwierz mi
contestes,Odpowiedzi
atravesó,skrzyżowane
atrapamos,Łapiemy
asustas,przerażenia
artificiales,sztuczny
arreglamos,Naprawimy
arca,arka
apurate,Pośpiesz się
amabas,Kochałeś
allen,Allen
acusados,oskarżony
abuelos,dziadkowie
xindi,Xindi
vagina,pochwa
